Track,Event Type,Midi Note,Note Name,Velocity,Duration (seconds),Time (seconds)
0,note_on,68,G#4,0.3858267716535433,0.10258618124999952,6.72413625
0,note_on,69,A4,0.3858267716535433,0.10258618124999952,6.8275845
0,note_on,68,G#4,0.3858267716535433,0.10258618124999952,6.93103275
0,note_on,67,G4,0.3858267716535433,0.10258618124999952,7.034481
0,note_on,68,G#4,0.3858267716535433,0.10258618124999952,7.13792925
0,note_on,73,C#5,0.3858267716535433,0.10258618124999952,7.2413775000000005
0,note_on,76,E5,0.3858267716535433,0.10258618124999952,7.34482575
0,note_on,75,D#5,0.3858267716535433,0.10258618124999952,7.4482740000000005
0,note_on,73,C#5,0.3858267716535433,0.10258618124999952,7.55172225
0,note_on,75,D#5,0.3858267716535433,0.10258618124999952,7.6551705000000005
0,note_on,73,C#5,0.3858267716535433,0.10258618124999952,7.75861875
0,note_on,72,C5,0.3858267716535433,0.10258618124999952,7.862067000000001
0,note_on,73,C#5,0.3858267716535433,0.10258618124999952,7.96551525
0,note_on,76,E5,0.3858267716535433,0.10258618124999863,8.0689635
0,note_on,80,G#5,0.3858267716535433,0.10258618125000041,8.17241175
0,note_on,68,G#4,0.3858267716535433,0.10258618124999863,8.379308250000001
0,note_on,69,A4,0.3858267716535433,0.10258618124999863,8.4827565
0,note_on,68,G#4,0.3858267716535433,0.10258618124999863,8.58620475
0,note_on,67,G4,0.3858267716535433,0.10258618125000041,8.689653
0,note_on,68,G#4,0.3858267716535433,0.10258618124999863,8.793101250000001
0,note_on,73,C#5,0.3858267716535433,0.10258618124999863,8.8965495
0,note_on,76,E5,0.3858267716535433,0.10258618124999863,8.99999775
0,note_on,75,D#5,0.3858267716535433,0.10258618125000041,9.103446
0,note_on,73,C#5,0.3858267716535433,0.10258618124999863,9.206894250000001
0,note_on,75,D#5,0.3858267716535433,0.10258618124999863,9.3103425
0,note_on,73,C#5,0.3858267716535433,0.10258618124999863,9.41379075
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,9.517239
0,note_on,73,C#5,0.3858267716535433,0.10258618124999863,9.620687250000001
0,note_on,76,E5,0.3858267716535433,0.10258618124999863,9.724135500000001
0,note_on,80,G#5,0.3858267716535433,0.10258618124999863,9.82758375
0,note_on,69,A4,0.5039370078740157,0.10258618125000041,10.03448025
0,note_on,73,C#5,0.5039370078740157,0.10258618124999863,10.137928500000001
0,note_on,75,D#5,0.5039370078740157,0.10258618124999863,10.24137675
0,note_on,78,F#5,0.6299212598425197,0.10258618125000041,10.344825
0,note_on,81,A5,0.6299212598425197,0.10258618125000041,10.44827325
0,note_on,85,C#6,0.6299212598425197,0.10258618124999863,10.551721500000001
0,note_on,87,D#6,0.6299212598425197,0.10258618124999863,10.65516975
0,note_on,95,B6,0.7559055118110236,0.10258618125000041,10.758618
0,note_on,93,A6,0.7559055118110236,0.10258618125000041,10.86206625
0,note_on,92,G#6,0.7559055118110236,0.10258618124999863,10.965514500000001
0,note_on,90,F#6,0.7559055118110236,0.10258618124999863,11.06896275
0,note_on,88,E6,0.7559055118110236,0.10258618125000041,11.172411
0,note_on,87,D#6,0.7559055118110236,0.10258618125000041,11.27585925
0,note_on,90,F#6,0.7559055118110236,0.10258618124999863,11.379307500000001
0,note_on,85,C#6,0.7559055118110236,0.10258618124999863,11.48275575
0,note_on,84,C6,0.6299212598425197,0.10258618125000041,11.586204
0,note_on,87,D#6,0.6299212598425197,0.10258618125000041,11.68965225
0,note_on,81,A5,0.6299212598425197,0.10258618124999863,11.793100500000001
0,note_on,80,G#5,0.6299212598425197,0.10258618124999863,11.896548750000001
0,note_on,78,F#5,0.6299212598425197,0.10258618124999863,11.999997
0,note_on,81,A5,0.6299212598425197,0.10258618125000041,12.10344525
0,note_on,76,E5,0.6299212598425197,0.10258618124999863,12.206893500000001
0,note_on,75,D#5,0.6299212598425197,0.10258618124999863,12.310341750000001
0,note_on,78,F#5,0.5039370078740157,0.10258618124999863,12.41379
0,note_on,73,C#5,0.5039370078740157,0.10258618125000041,12.51723825
0,note_on,72,C5,0.5039370078740157,0.10258618124999863,12.620686500000001
0,note_on,75,D#5,0.5039370078740157,0.10258618124999863,12.724134750000001
0,note_on,69,A4,0.5039370078740157,0.10258618124999863,12.827583
0,note_on,68,G#4,0.5039370078740157,0.10258618125000041,12.93103125
0,note_on,71,B4,0.5039370078740157,0.10258618124999863,13.034479500000002
0,note_on,69,A4,0.5039370078740157,0.20603443124999998,13.137927750000001
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,13.34482425
0,note_on,69,A4,0.3858267716535433,0.10258618125000218,13.4482725
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,13.551720750000001
0,note_on,67,G4,0.3858267716535433,0.10258618125000041,13.655169
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,13.75861725
0,note_on,73,C#5,0.3858267716535433,0.10258618125000218,13.8620655
0,note_on,76,E5,0.3858267716535433,0.10258618125000041,13.965513750000001
0,note_on,75,D#5,0.3858267716535433,0.10258618125000041,14.068962
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,14.17241025
0,note_on,75,D#5,0.3858267716535433,0.10258618125000218,14.2758585
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,14.379306750000001
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,14.482755000000001
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,14.58620325
0,note_on,76,E5,0.3858267716535433,0.10258618125000218,14.6896515
0,note_on,80,G#5,0.3858267716535433,0.10258618125000041,14.793099750000001
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,14.99999625
0,note_on,70,A#4,0.3858267716535433,0.10258618125000218,15.1034445
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,15.206892750000002
0,note_on,67,G4,0.3858267716535433,0.10258618125000041,15.310341000000001
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,15.41378925
0,note_on,73,C#5,0.3858267716535433,0.10258618125000218,15.5172375
0,note_on,76,E5,0.3858267716535433,0.10258618125000041,15.620685750000002
0,note_on,75,D#5,0.3858267716535433,0.10258618125000041,15.724134000000001
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,15.82758225
0,note_on,75,D#5,0.3858267716535433,0.10258618125000218,15.9310305
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,16.03447875
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,16.137927
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,16.24137525
0,note_on,76,E5,0.3858267716535433,0.10258618125000041,16.3448235
0,note_on,80,G#5,0.3858267716535433,0.10258618125000041,16.44827175
0,note_on,75,D#5,0.5039370078740157,0.10258618125000041,16.55172
0,note_on,76,E5,0.5039370078740157,0.10258618125000396,16.65516825
0,note_on,75,D#5,0.5039370078740157,0.10258618125000041,16.758616500000002
0,note_on,74,D5,0.5039370078740157,0.10258618125000041,16.862064750000002
0,note_on,75,D#5,0.6299212598425197,0.10258618125000041,16.965513
0,note_on,83,B5,0.6299212598425197,0.10258618125000041,17.06896125
0,note_on,82,A#5,0.6299212598425197,0.10258618125000041,17.1724095
0,note_on,80,G#5,0.6299212598425197,0.10258618125000041,17.27585775
0,note_on,79,G5,0.7559055118110236,0.10258618125000041,17.379306
0,note_on,88,E6,0.7559055118110236,0.10258618125000396,17.48275425
0,note_on,87,D#6,0.7559055118110236,0.10258618125000041,17.586202500000002
0,note_on,85,C#6,0.7559055118110236,0.10258618125000041,17.689650750000002
0,note_on,83,B5,0.7559055118110236,0.10258618125000041,17.793099
0,note_on,82,A#5,0.7559055118110236,0.10258618125000041,17.89654725
0,note_on,80,G#5,0.7559055118110236,0.10258618125000041,17.9999955
0,note_on,79,G5,0.7559055118110236,0.10258618125000041,18.10344375
0,note_on,82,A#5,0.6299212598425197,0.10258618125000041,18.206892
0,note_on,80,G#5,0.6299212598425197,0.10258618125000396,18.31034025
0,note_on,83,B5,0.6299212598425197,0.10258618125000041,18.413788500000003
0,note_on,74,D5,0.6299212598425197,0.10258618125000041,18.517236750000002
0,note_on,76,E5,0.5039370078740157,0.10258618125000041,18.620685
0,note_on,75,D#5,0.5039370078740157,0.10258618125000041,18.72413325
0,note_on,80,G#5,0.5039370078740157,0.10258618125000041,18.8275815
0,note_on,70,A#4,0.5039370078740157,0.10258618125000041,18.93102975
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,19.034478
0,note_on,71,B4,0.3858267716535433,0.10258618125000396,19.13792625
0,note_on,75,D#5,0.3858267716535433,0.10258618125000041,19.241374500000003
0,note_on,67,G4,0.3858267716535433,0.10258618125000041,19.344822750000002
0,note_on,69,A4,0.25984251968503935,0.10258618125000041,19.448271000000002
0,note_on,68,G#4,0.25984251968503935,0.10258618125000041,19.55171925
0,note_on,67,G4,0.25984251968503935,0.10258618125000041,19.6551675
0,note_on,68,G#4,0.25984251968503935,0.10258618125000041,19.75861575
0,note_on,68,G#4,0.7559055118110236,0.10258618125000041,19.862064
0,note_on,80,G#5,0.7559055118110236,0.10258618125000041,19.96551225
0,note_on,72,C5,0.7559055118110236,0.10258618125000396,20.0689605
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,20.172408750000002
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,20.275857000000002
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,20.37930525
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,20.4827535
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,20.58620175
0,note_on,65,F4,0.7559055118110236,0.10258618125000041,20.68965
0,note_on,77,F5,0.7559055118110236,0.10258618125000041,20.79309825
0,note_on,72,C5,0.7559055118110236,0.10258618125000396,20.8965465
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,20.999994750000003
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,21.103443000000002
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,21.20689125
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,21.3103395
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,21.41378775
0,note_on,61,C#4,0.7559055118110236,0.10258618125000041,21.517236
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,21.62068425
0,note_on,66,F#4,0.7559055118110236,0.10258618125000396,21.7241325
0,note_on,69,A4,0.7559055118110236,0.10258618125000041,21.827580750000003
0,note_on,63,D#4,0.7559055118110236,0.10258618125000041,21.931029000000002
0,note_on,75,D#5,0.7559055118110236,0.10258618125000041,22.034477250000002
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,22.1379255
0,note_on,69,A4,0.7559055118110236,0.10258618125000041,22.24137375
0,note_on,64,E4,0.7559055118110236,0.10258618125000041,22.344822
0,note_on,76,E5,0.7559055118110236,0.10258618125000041,22.44827025
0,note_on,68,G#4,0.7559055118110236,0.10258618125000396,22.5517185
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,22.655166750000003
0,note_on,68,G#4,0.7559055118110236,0.10258618125000041,22.758615000000002
0,note_on,80,G#5,0.7559055118110236,0.10258618125000041,22.862063250000002
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,22.9655115
0,note_on,76,E5,0.7559055118110236,0.10258618125000041,23.06895975
0,note_on,68,G#4,0.7559055118110236,0.10258618125000041,23.172408
0,note_on,80,G#5,0.7559055118110236,0.10258618125000041,23.27585625
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,23.3793045
0,note_on,73,C#5,0.7559055118110236,0.10258618125000396,23.48275275
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,23.586201000000003
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,23.689649250000002
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,23.793097500000002
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,23.89654575
0,note_on,65,F4,0.7559055118110236,0.10258618125000041,23.999994
0,note_on,77,F5,0.7559055118110236,0.10258618125000041,24.10344225
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,24.2068905
0,note_on,73,C#5,0.7559055118110236,0.10258618125000396,24.31033875
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,24.413787000000003
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,24.517235250000002
0,note_on,72,C5,0.7559055118110236,0.10258618125000041,24.620683500000002
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,24.72413175
0,note_on,65,F4,0.7559055118110236,0.10258618125000041,24.82758
0,note_on,77,F5,0.7559055118110236,0.10258618125000041,24.93102825
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,25.0344765
0,note_on,75,D#5,0.7559055118110236,0.10258618125000396,25.13792475
0,note_on,66,F#4,0.7559055118110236,0.10258618125000041,25.241373000000003
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,25.344821250000003
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,25.448269500000002
0,note_on,75,D#5,0.7559055118110236,0.10258618125000041,25.55171775
0,note_on,69,A4,0.7559055118110236,0.10258618125000041,25.655166
0,note_on,81,A5,0.7559055118110236,0.10258618125000041,25.75861425
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,25.8620625
0,note_on,76,E5,0.7559055118110236,0.10258618125000396,25.96551075
0,note_on,68,G#4,0.7559055118110236,0.10258618125000041,26.068959000000003
0,note_on,80,G#5,0.7559055118110236,0.10258618125000041,26.172407250000003
0,note_on,71,B4,0.7559055118110236,0.10258618125000041,26.275855500000002
0,note_on,76,E5,0.7559055118110236,0.10258618125000041,26.379303750000002
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,26.482752
0,note_on,80,G#5,0.3858267716535433,0.10258618125000041,26.58620025
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,26.6896485
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,26.79309675
0,note_on,66,F#4,0.3858267716535433,0.10258618125000396,26.896545
0,note_on,78,F#5,0.3858267716535433,0.10258618125000041,26.999993250000003
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,27.103441500000002
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,27.206889750000002
0,note_on,65,F4,0.3858267716535433,0.10258618125000041,27.310338
0,note_on,77,F5,0.3858267716535433,0.10258618125000041,27.41378625
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,27.5172345
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,27.62068275
0,note_on,66,F#4,0.3858267716535433,0.10258618125000396,27.724131
0,note_on,78,F#5,0.3858267716535433,0.10258618125000041,27.827579250000003
0,note_on,72,C5,0.3858267716535433,0.10258618125000041,27.931027500000003
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,28.034475750000002
0,note_on,61,C#4,0.3858267716535433,0.10258618125000041,28.137924
0,note_on,73,C#5,0.3858267716535433,0.10258618125000041,28.24137225
0,note_on,66,F#4,0.3858267716535433,0.10258618125000041,28.3448205
0,note_on,69,A4,0.3858267716535433,0.10258618125000041,28.44826875
0,note_on,63,D#4,0.3858267716535433,0.10258618125000396,28.551717
0,note_on,75,D#5,0.3858267716535433,0.10258618125000041,28.655165250000003
0,note_on,66,F#4,0.3858267716535433,0.10258618125000041,28.758613500000003
0,note_on,69,A4,0.3858267716535433,0.10258618125000041,28.862061750000002
0,note_on,64,E4,0.3858267716535433,0.10258618125000041,28.965510000000002
0,note_on,76,E5,0.3858267716535433,0.10258618125000041,29.06895825
0,note_on,68,G#4,0.3858267716535433,0.10258618125000041,29.1724065
0,note_on,71,B4,0.3858267716535433,0.10258618125000041,29.27585475
0,note_on,68,G#4,0.5039370078740157,0.10258618125000041,29.379303
0,note_on,80,G#5,0.5039370078740157,0.10258618125000041,29.482751250000003
0,note_on,71,B4,0.5039370078740157,0.10258618125000041,29.586199500000003
0,note_on,76,E5,0.5039370078740157,0.10258618125000041,29.689647750000002
0,note_on,68,G#4,0.5039370078740157,0.10258618125000041,29.793096000000002
0,note_on,80,G#5,0.5039370078740157,0.10258618125000041,29.89654425
0,note_on,72,C5,0.6299212598425197,0.10258618125000041,29.9999925
0,note_on,73,C#5,0.6299212598425197,0.10258618125000041,30.10344075
0,note_on,66,F#4,0.6299212598425197,0.10258618125000041,30.206889
0,note_on,78,F#5,0.6299212598425197,0.10258618125000396,30.31033725
0,note_on,72,C5,0.6299212598425197,0.10258618125000041,30.413785500000003
0,note_on,73,C#5,0.6299212598425197,0.10258618125000041,30.517233750000003
0,note_on,75,D#5,0.7559055118110236,0.10258618125000041,30.620682000000002
0,note_on,87,D#6,0.7559055118110236,0.10258618125000041,30.72413025
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,30.8275785
0,note_on,81,A5,0.7559055118110236,0.10258618125000041,30.93102675
0,note_on,73,C#5,0.7559055118110236,0.10258618125000041,31.034475
0,note_on,85,C#6,0.7559055118110236,0.10258618125000396,31.13792325
0,note_on,78,F#5,0.7559055118110236,0.10258618125000041,31.241371500000003
0,note_on,81,A5,0.7559055118110236,0.10258618125000041,31.344819750000003
0,note_on,73,C#5,0.6299212598425197,0.10258618125000041,31.448268000000002
0,note_on,85,C#6,0.6299212598425197,0.10258618125000041,31.551716250000002
0,note_on,75,D#5,0.6299212598425197,0.10258618125000041,31.6551645
0,note_on,78,F#5,0.6299212598425197,0.10258618125000041,31.75861275
0,note_on,72,C5,0.6299212598425197,0.10258618125000041,31.862061
0,note_on,84,C6,0.6299212598425197,0.10258618125000041,31.96550925
0,note_on,75,D#5,0.6299212598425197,0.10258618124999686,32.0689575
0,note_on,78,F#5,0.6299212598425197,0.10258618124999686,32.17240575
0,note_on,72,C5,0.6299212598425197,0.10258618124999686,32.275854
0,note_on,84,C6,0.6299212598425197,0.10258618125000396,32.37930225
0,note_on,75,D#5,0.6299212598425197,0.10258618125000396,32.4827505
0,note_on,78,F#5,0.6299212598425197,0.10258618125000396,32.58619875
0,note_on,72,C5,0.6299212598425197,0.10258618125000396,32.689647
0,note_on,84,C6,0.6299212598425197,0.10258618125000396,32.79309525
0,note_on,75,D#5,0.6299212598425197,0.10258618125000396,32.8965435
0,note_on,78,F#5,0.6299212598425197,0.10258618125000396,32.99999175
0,note_on,72,C5,0.5039370078740157,0.10258618125000396,33.10344
0,note_on,84,C6,0.5039370078740157,0.10258618125000396,33.20688825
0,note_on,75,D#5,0.5039370078740157,0.10258618125000396,33.3103365
0,note_on,78,F#5,0.5039370078740157,0.10258618124999686,33.413784750000005
0,note_on,71,B4,0.5039370078740157,0.10258618124999686,33.517233000000004
0,note_on,83,B5,0.5039370078740157,0.10258618124999686,33.620681250000004
0,note_on,75,D#5,0.5039370078740157,0.10258618124999686,33.724129500000004
0,note_on,78,F#5,0.5039370078740157,0.10258618124999686,33.82757775
0,note_on,71,B4,0.5039370078740157,0.10258618124999686,33.931026
0,note_on,83,B5,0.5039370078740157,0.10258618124999686,34.03447425
0,note_on,75,D#5,0.5039370078740157,0.10258618125000396,34.1379225
0,note_on,78,F#5,0.5039370078740157,0.10258618125000396,34.24137075
0,note_on,70,A#4,0.5039370078740157,0.10258618125000396,34.344819
0,note_on,82,A#5,0.5039370078740157,0.10258618125000396,34.44826725
0,note_on,75,D#5,0.5039370078740157,0.10258618125000396,34.5517155
0,note_on,78,F#5,0.5039370078740157,0.10258618125000396,34.65516375
0,note_on,70,A#4,0.3858267716535433,0.10258618125000396,34.758612
0,note_on,82,A#5,0.3858267716535433,0.10258618125000396,34.86206025
0,note_on,75,D#5,0.3858267716535433,0.10258618125000396,34.9655085
0,note_on,78,F#5,0.3858267716535433,0.10258618124999686,35.068956750000005
0,note_on,69,A4,0.3858267716535433,0.10258618124999686,35.172405000000005
0,note_on,81,A5,0.3858267716535433,0.10258618124999686,35.275853250000004
0,note_on,75,D#5,0.3858267716535433,0.10258618124999686,35.379301500000004
0,note_on,78,F#5,0.3858267716535433,0.10258618124999686,35.48274975
0,note_on,69,A4,0.3858267716535433,0.10258618124999686,35.586198
0,note_on,81,A5,0.3858267716535433,0.10258618124999686,35.68964625
0,note_on,75,D#5,0.3858267716535433,0.10258618125000396,35.7930945
0,note_on,78,F#5,0.3858267716535433,0.10258618125000396,35.89654275
0,note_on,69,A4,0.3858267716535433,0.10258618125000396,35.999991
